feelings_life,aboriginal,vis_minority,marital_status,education,self_rated_health,self_rated_mental_health,income_family,income_respondent,number_total_children_intention,is_male,age
9,No,Not a visible minority,"Single, never married",1,3,5,6,1,2,1,15.4
9,No,Not a visible minority,"Single, never married",3,5,5,4,1,0,0,21.2
10,No,Not a visible minority,Married,7,4,4,6,4,3,0,32.8
7,No,Not a visible minority,Living common-law,3,3,3,3,2,2,0,29.2
7,No,Visible minority,"Single, never married",7,4,3,4,1,0,0,32.1
8,No,Not a visible minority,"Single, never married",3,4,4,4,4,0,1,41.8
7,No,Not a visible minority,Living common-law,2,4,4,4,2,0,1,26
5,No,Not a visible minority,"Single, never married",2,3,3,5,2,2,1,25.4
8,No,Not a visible minority,"Single, never married",2,4,4,4,1,2,0,25.9
7,No,Not a visible minority,Divorced,6,4,3,4,4,0,0,47.7
10,No,Not a visible minority,Married,2,1,3,2,1,0,0,48.3
8,No,Not a visible minority,Living common-law,3,4,4,5,3,0,0,37
10,No,Not a visible minority,Married,4,3,5,4,2,3,1,32.3
8,No,Not a visible minority,"Single, never married",2,4,5,5,1,2,0,17
9,No,Not a visible minority,Married,6,4,4,6,4,0,1,41.6
8,No,Not a visible minority,"Single, never married",3,3,3,6,1,2,0,22.8
6,Yes,Not a visible minority,"Single, never married",3,3,1,1,1,0,0,27.9
8,No,Not a visible minority,Married,3,3,5,5,4,0,1,44.8
6,No,Not a visible minority,"Single, never married",3,3,3,6,3,2,1,26
9,No,Not a visible minority,"Single, never married",1,5,5,3,1,2,1,15.4
8,No,Not a visible minority,Married,3,4,4,6,3,2,1,31.2
8,No,Not a visible minority,Living common-law,2,3,5,6,4,0,1,36.7
7,No,Not a visible minority,"Single, never married",3,5,5,4,4,2,0,30
8,No,Not a visible minority,Married,7,5,5,6,6,0,1,48.9
7,No,Not a visible minority,"Single, never married",2,4,4,3,1,2,1,20.2
9,No,Not a visible minority,"Single, never married",1,4,4,2,1,2,1,16.7
10,No,Not a visible minority,Living common-law,3,3,5,5,3,0,0,44.8
8,No,Not a visible minority,"Single, never married",1,5,5,1,1,2,1,27.6
10,No,Not a visible minority,Married,4,5,5,6,3,0,0,40
10,No,Not a visible minority,Married,3,4,5,4,3,0,0,37.8
10,No,Not a visible minority,Living common-law,6,4,3,2,1,3,1,24.8
2,No,Not a visible minority,Divorced,3,1,1,1,1,0,0,35.5
8,No,Not a visible minority,Divorced,3,4,4,4,4,0,1,47
7,No,Not a visible minority,Divorced,2,4,3,3,3,0,1,48.2
10,No,Not a visible minority,Married,4,5,5,6,4,0,1,45.5
8,No,Not a visible minority,"Single, never married",6,4,5,6,2,0,1,38
8,No,Not a visible minority,Married,6,4,4,6,4,0,0,36.8
6,No,Not a visible minority,Living common-law,2,3,2,3,2,0,0,26.8
10,No,Not a visible minority,Married,3,5,5,6,3,0,0,41.1
5,No,Not a visible minority,Married,5,4,2,5,4,3,1,32.1
8,No,Not a visible minority,Married,3,4,4,5,1,0,0,47.5
8,No,Not a visible minority,Married,6,5,3,2,1,3,0,26.3
8,No,Not a visible minority,"Single, never married",7,4,4,3,3,0,0,41.3
9,No,Visible minority,Married,3,3,4,6,6,2,1,42.5
9,No,Not a visible minority,Married,6,5,5,6,5,0,1,42.1
8,No,Not a visible minority,Separated,3,5,3,1,1,0,0,38.6
8,No,Not a visible minority,Married,6,4,4,2,2,4,1,35.8
7,No,Not a visible minority,Living common-law,3,3,4,6,3,2,1,28.3
8,No,Visible minority,"Single, never married",2,5,5,6,1,2,0,19.2
8,No,Visible minority,"Single, never married",6,4,4,4,4,0,0,48.5
7,No,Not a visible minority,"Single, never married",6,3,3,4,4,0,0,46.6
9,No,Not a visible minority,"Single, never married",6,4,5,2,2,3,1,24.7
8,No,Not a visible minority,Living common-law,6,5,5,4,3,0,0,44.7
8,No,Not a visible minority,Married,5,4,4,3,2,0,1,36.9
7,No,Visible minority,Married,4,3,3,3,3,0,1,55.3
9,No,Not a visible minority,"Single, never married",3,5,5,2,2,0,1,30.8
8,No,Not a visible minority,Married,7,3,5,6,3,0,0,34.1
5,No,Not a visible minority,Divorced,2,1,3,2,2,0,0,25.3
9,No,Not a visible minority,Married,7,4,5,5,3,2,0,30.2
10,No,Not a visible minority,"Single, never married",4,5,5,6,2,3,1,24.3
10,No,Not a visible minority,Married,7,5,3,6,4,0,0,45.1
6,No,Not a visible minority,"Single, never married",1,4,1,2,2,0,0,43.4
10,No,Not a visible minority,Living common-law,4,4,4,4,3,0,1,35.3
10,No,Not a visible minority,Married,6,5,5,6,3,2,1,28.4
9,No,Not a visible minority,Married,7,4,4,6,4,0,0,46.6
8,No,Not a visible minority,Divorced,3,4,4,2,2,3,0,35.3
9,No,Not a visible minority,"Single, never married",3,5,4,5,5,0,1,48.7
10,No,Not a visible minority,Married,3,4,4,6,1,0,0,38.7
9,No,Not a visible minority,Married,2,3,5,2,2,0,0,38.7
8,No,Not a visible minority,Separated,6,3,1,2,2,0,0,39.2
10,No,Not a visible minority,Married,3,4,5,6,2,4,0,38.7
9,Yes,Not a visible minority,Living common-law,1,3,3,4,2,0,1,55.3
7,No,Not a visible minority,Married,3,4,3,6,2,0,0,48.7
7,No,Not a visible minority,Married,3,3,3,5,2,0,0,47.4
10,No,Don't know,Married,4,4,4,1,1,0,1,55.8
9,No,Not a visible minority,Separated,6,4,4,2,2,0,0,38.2
9,No,Not a visible minority,Married,3,5,4,4,1,0,0,40.7
8,No,Not a visible minority,"Single, never married",4,3,3,2,2,0,1,27.4
10,No,Not a visible minority,"Single, never married",2,4,5,1,1,0,0,43.1
8,Yes,Not a visible minority,Married,2,4,4,5,3,0,1,34.8
1,No,Not a visible minority,"Single, never married",3,1,2,1,1,0,1,33.5
8,Yes,Not a visible minority,"Single, never married",2,3,4,1,1,2,1,21.2
10,No,Not a visible minority,Living common-law,2,4,4,4,2,0,1,32.8
8,No,Not a visible minority,"Single, never married",4,5,5,3,3,2,1,27.3
6,No,Not a visible minority,"Single, never married",1,3,3,1,1,0,0,38.8
7,No,Not a visible minority,Separated,6,4,3,3,3,0,0,44.1
6,No,Not a visible minority,"Single, never married",6,4,3,4,2,1,1,29.7
6,No,Not a visible minority,Separated,4,3,3,2,2,0,1,33.5
9,No,Not a visible minority,Divorced,7,5,4,3,3,0,0,41.3
10,No,Not a visible minority,"Single, never married",1,5,5,3,1,2,1,17.1
9,No,Not a visible minority,Married,6,5,5,6,3,0,0,43.9
9,No,Not a visible minority,"Single, never married",4,1,1,5,1,0,0,20
10,No,Not a visible minority,Married,6,5,5,6,4,0,1,39
8,No,Not a visible minority,Married,2,3,3,3,2,0,0,40
8,No,Not a visible minority,"Single, never married",2,5,3,4,1,2,1,18.5
9,No,Not a visible minority,"Single, never married",3,3,5,3,3,0,0,36.5
8,No,Not a visible minority,Living common-law,4,1,3,3,2,3,1,29.4
9,No,Not a visible minority,Married,2,4,4,5,1,0,1,45
7,No,Not a visible minority,Married,2,4,4,6,3,0,1,34.5
10,No,Don't know,Married,7,5,4,6,3,0,0,37.8
9,No,Not a visible minority,"Single, never married",6,3,4,2,2,2,1,23.3
8,No,Not a visible minority,Married,4,4,4,5,3,0,1,49.6
8,No,Not a visible minority,Living common-law,4,4,4,5,4,0,1,30.3
7,No,Not a visible minority,Living common-law,4,4,4,6,3,0,0,42.3
10,No,Not a visible minority,Married,2,4,4,3,1,0,0,45.1
10,No,Not a visible minority,Married,3,5,5,5,3,0,1,34.6
9,No,Not a visible minority,Married,2,4,5,6,5,3,1,35.3
8,No,Not a visible minority,"Single, never married",3,4,3,4,4,0,0,31.7
5,No,Not a visible minority,Separated,2,4,3,2,2,0,1,33.8
10,No,Not a visible minority,Married,3,5,5,3,2,0,0,41.9
8,No,Not a visible minority,"Single, never married",3,1,3,1,1,0,0,30.8
8,No,Not a visible minority,Married,7,5,5,6,3,0,0,45
10,Yes,Not a visible minority,Married,3,3,4,5,3,0,0,36.4
8,No,Not a visible minority,"Single, never married",1,5,3,4,1,2,0,15.5
8,No,Not a visible minority,Married,3,4,3,4,2,0,0,31
6,No,Visible minority,Married,2,1,3,4,2,2,1,36
10,No,Not a visible minority,Married,4,5,5,5,2,2,1,30.8
8,No,Not a visible minority,Married,4,4,4,5,4,0,1,42.8
7,No,Visible minority,Married,4,3,3,3,2,0,1,42.7
7,No,Not a visible minority,Married,3,4,3,6,3,3,1,33.9
6,No,Not a visible minority,Married,3,4,1,6,5,0,0,46.4
10,No,Not a visible minority,Married,3,4,4,3,2,0,0,34.5
7,No,Not a visible minority,Living common-law,7,3,4,4,4,0,1,38.2
7,No,Not a visible minority,"Single, never married",5,4,1,1,1,0,1,26.5
8,No,Not a visible minority,"Single, never married",2,3,3,6,2,4,0,19.4
10,No,Not a visible minority,Married,4,4,5,3,1,0,1,34.8
8,No,Not a visible minority,Separated,6,4,4,5,5,0,0,48.3
8,No,Not a visible minority,Married,6,4,5,5,1,2,0,34.2
10,No,Not a visible minority,"Single, never married",2,3,4,5,2,0,1,21.2
8,No,Not a visible minority,Married,3,4,4,6,1,0,0,37.5
10,No,Not a visible minority,"Single, never married",1,5,5,6,1,3,1,17
8,No,Not a visible minority,Married,6,4,5,3,3,0,1,46
10,No,Not a visible minority,Married,6,5,5,6,6,0,0,42.1
9,No,Visible minority,Married,6,5,4,4,1,2,0,26.4
10,No,Not a visible minority,"Single, never married",3,4,5,2,2,2,1,33.9
8,No,Not a visible minority,Married,1,3,5,6,4,0,1,51.3
9,No,Visible minority,Living common-law,2,3,3,3,3,0,0,53.8
6,No,Not a visible minority,"Single, never married",6,3,3,1,1,2,1,35.5
9,No,Not a visible minority,Married,3,4,3,5,3,0,0,43.5
7,No,Visible minority,"Single, never married",1,3,1,1,1,0,0,15.2
7,Yes,Not a visible minority,"Single, never married",1,3,3,4,1,2,1,18.1
7,Yes,Not a visible minority,"Single, never married",2,5,4,6,1,0,0,19.7
7,No,Not a visible minority,Divorced,6,4,4,4,4,0,1,52.3
8,No,Not a visible minority,Living common-law,2,5,5,3,2,0,1,44.4
9,No,Not a visible minority,Married,6,4,4,6,5,4,1,44.9
10,No,Not a visible minority,Living common-law,6,4,5,4,3,3,0,30.5
6,No,Not a visible minority,"Single, never married",1,4,4,1,1,0,1,44.7
7,No,Not a visible minority,Married,2,5,4,1,1,0,1,41.3
9,No,Not a visible minority,Married,5,5,4,4,2,0,0,29.1
10,No,Not a visible minority,Living common-law,2,5,5,6,3,0,1,42.1
9,No,Not a visible minority,Married,3,5,5,4,2,2,0,31
8,No,Visible minority,"Single, never married",3,1,4,2,2,3,1,25
9,No,Not a visible minority,Married,6,5,5,6,4,0,0,33.5
8,No,Not a visible minority,"Single, never married",3,5,5,3,3,0,1,52.6
8,No,Not a visible minority,"Single, never married",2,4,5,1,1,0,1,33.9
8,No,Not a visible minority,Married,6,5,4,3,1,0,0,47.8
9,No,Not a visible minority,"Single, never married",1,4,4,4,1,2,0,17.8
6,Yes,Not a visible minority,"Single, never married",3,3,3,2,2,2,1,30.5
7,No,Not a visible minority,Married,3,3,1,4,4,0,1,38.2
10,No,Visible minority,Married,2,4,4,3,3,0,0,40.8
5,No,Not a visible minority,Married,7,4,1,6,3,0,0,33.6
4,No,Not a visible minority,Living common-law,4,4,4,3,2,1,0,39.7
10,No,Not a visible minority,Married,7,5,5,6,5,3,0,37.8
7,No,Not a visible minority,Separated,2,3,3,3,3,0,0,42.8
8,No,Not a visible minority,"Single, never married",2,5,4,6,1,2,1,19.8
10,No,Not a visible minority,Living common-law,1,3,1,3,1,2,0,28.8
9,No,Not a visible minority,Married,4,4,5,5,3,0,1,50.1
8,No,Not a visible minority,Married,6,5,4,6,5,0,0,46.9
7,No,Not a visible minority,Married,6,4,4,4,2,3,1,34.9
8,No,Not a visible minority,"Single, never married",6,4,5,1,1,3,1,25.4
8,Yes,Not a visible minority,Living common-law,2,3,3,6,3,2,0,28.9
9,No,Not a visible minority,Married,3,5,4,4,1,0,0,28.1
10,No,Not a visible minority,Married,3,5,3,5,2,0,0,34.1
10,No,Not a visible minority,Living common-law,7,4,4,2,1,1,0,30.1
7,No,Not a visible minority,"Single, never married",5,3,4,3,3,0,1,57
8,Yes,Not a visible minority,Living common-law,6,4,4,2,2,2,0,24.9
8,No,Not a visible minority,Married,2,3,3,2,1,0,0,30.2
9,No,Visible minority,Married,2,3,3,5,2,0,1,52.3
9,No,Not a visible minority,"Single, never married",7,5,5,3,2,2,0,25.7
7,No,Not a visible minority,"Single, never married",2,3,1,5,1,2,1,22.7
7,No,Not a visible minority,"Single, never married",2,3,1,6,1,3,1,18.8
9,No,Visible minority,"Single, never married",2,4,3,6,1,3,0,19.3
9,No,Not a visible minority,Married,3,3,5,5,2,0,1,52.1
8,Yes,Not a visible minority,"Single, never married",3,3,3,2,2,2,0,32.8
7,No,Not a visible minority,Living common-law,4,3,3,2,1,2,0,28.3
7,No,Not a visible minority,Living common-law,2,4,3,4,2,0,0,35.6
9,No,Not a visible minority,Married,6,4,4,6,4,0,1,40.6
7,No,Not a visible minority,"Single, never married",6,4,4,1,1,0,1,28.3
10,Yes,Not a visible minority,"Single, never married",3,5,5,2,2,0,0,30.8
4,Yes,Not a visible minority,"Single, never married",3,3,2,1,1,1,0,21.8
9,No,Not a visible minority,"Single, never married",7,5,4,1,1,1,0,26.8
7,No,Not a visible minority,"Single, never married",3,3,4,1,1,2,1,37.8
6,No,Not a visible minority,"Single, never married",7,4,4,6,6,2,0,31.8
8,No,Not a visible minority,Married,3,3,3,3,2,0,0,42.3
9,No,Not a visible minority,Married,6,3,4,6,4,0,1,45.1
10,No,Not a visible minority,Living common-law,3,4,5,3,2,2,0,28
8,No,Not a visible minority,Married,3,4,4,4,2,1,1,39.5
10,Yes,Not a visible minority,Married,2,5,5,6,4,0,0,45.2
10,No,Not a visible minority,Living common-law,6,5,5,6,5,0,1,55.3
7,No,Not a visible minority,"Single, never married",2,5,4,4,4,3,1,36.6
8,No,Not a visible minority,"Single, never married",1,3,4,6,1,2,1,17.9
10,Don't know,Not a visible minority,"Single, never married",1,4,4,1,1,0,1,15
10,No,Not a visible minority,"Single, never married",6,5,5,3,1,2,0,24.5
5,No,Not a visible minority,"Single, never married",2,3,1,6,3,3,1,21.6
9,No,Not a visible minority,"Single, never married",4,5,5,2,2,2,0,31.2
7,No,Visible minority,"Single, never married",1,4,4,2,1,2,0,17.3
10,No,Not a visible minority,"Single, never married",6,4,5,6,1,2,0,24.2
8,No,Not a visible minority,Living common-law,6,5,5,3,2,2,1,28.9
5,No,Not a visible minority,"Single, never married",2,3,1,1,1,0,0,26.1
9,No,Not a visible minority,Living common-law,3,3,3,3,2,0,0,40.8
9,No,Not a visible minority,Married,6,4,5,5,1,0,0,35.9
5,No,Not a visible minority,"Single, never married",6,4,1,6,2,0,1,22.5
10,No,Not a visible minority,Married,5,5,5,3,2,0,1,40.8
9,Yes,Not a visible minority,"Single, never married",1,4,3,3,1,2,0,16
9,No,Not a visible minority,Divorced,3,4,5,3,3,0,1,40.8
8,No,Not a visible minority,"Single, never married",1,4,1,1,1,2,0,17.4
9,No,Not a visible minority,"Single, never married",1,4,4,2,2,0,0,25.7
10,No,Not a visible minority,Married,6,4,5,6,4,2,1,31.3
8,No,Not a visible minority,Living common-law,3,3,3,4,2,2,1,26.3
6,Yes,Not a visible minority,"Single, never married",1,3,1,1,1,0,0,29.8
8,No,Not a visible minority,Married,3,5,4,6,3,0,0,37
10,No,Not a visible minority,Married,3,3,4,6,4,0,1,53.9
8,No,Not a visible minority,Married,6,5,5,6,4,0,0,47.8
8,No,Visible minority,"Single, never married",6,5,4,6,2,2,0,29.8
4,No,Not a visible minority,"Single, never married",2,1,3,2,2,0,0,28.8
7,No,Not a visible minority,"Single, never married",3,4,4,6,1,0,1,21.2
9,No,Not a visible minority,Married,6,3,4,6,6,0,1,39.1
8,No,Not a visible minority,Separated,6,4,4,3,3,1,1,29.8
9,No,Not a visible minority,Living common-law,3,4,4,4,2,0,0,40.8
10,No,Not a visible minority,Divorced,3,3,4,3,3,0,0,35.9
8,No,Not a visible minority,Married,4,4,4,6,6,0,1,42.5
8,No,Not a visible minority,"Single, never married",3,4,3,6,1,2,0,23.4
6,No,Not a visible minority,"Single, never married",2,4,4,3,2,2,1,25.9
7,No,Not a visible minority,"Single, never married",2,3,3,6,1,3,1,20.8
7,No,Not a visible minority,"Single, never married",3,4,3,4,3,0,0,29.5
8,No,Not a visible minority,Married,4,1,1,2,1,0,1,53.7
8,No,Not a visible minority,Married,3,1,3,4,2,0,1,44
8,No,Not a visible minority,"Single, never married",4,5,5,4,3,2,1,23.8
8,Yes,Not a visible minority,Living common-law,6,4,4,6,3,0,0,46.8
8,No,Not a visible minority,"Single, never married",1,1,3,1,1,1,0,24.3
8,Yes,Not a visible minority,"Single, never married",1,4,3,3,1,2,0,16
5,No,Not a visible minority,Widowed,2,2,4,1,1,0,1,62.4
10,No,Not a visible minority,Married,3,4,5,6,5,0,1,44.6
10,No,Visible minority,"Single, never married",3,4,5,3,3,2,1,39.2
9,No,Not a visible minority,Married,4,4,4,4,1,0,0,37.8
8,No,Not a visible minority,Married,7,4,4,6,6,2,0,32.2
7,Yes,Not a visible minority,"Single, never married",1,3,3,3,1,2,0,15.5
7,No,Not a visible minority,Living common-law,7,4,2,6,4,0,0,45.3
9,No,Not a visible minority,Married,2,1,3,4,2,0,0,41.8
9,No,Not a visible minority,Married,6,5,5,6,4,0,1,36
9,No,Not a visible minority,"Single, never married",2,4,4,6,1,2,1,20.3
6,No,Not a visible minority,"Single, never married",4,3,1,6,2,0,1,35.3
7,No,Not a visible minority,"Single, never married",2,4,4,2,2,2,0,26.8
8,No,Not a visible minority,Married,3,5,5,4,2,0,1,31
10,No,Not a visible minority,"Single, never married",1,3,5,1,1,0,0,39.9
7,No,Not a visible minority,Living common-law,2,3,3,6,2,2,1,28.6
9,No,Not a visible minority,"Single, never married",1,5,4,6,1,0,0,17.5
6,No,Not a visible minority,Married,4,3,1,3,1,0,1,38.2
8,No,Not a visible minority,"Single, never married",2,4,4,6,1,2,0,19.6
10,No,Not a visible minority,Married,2,5,5,6,4,0,1,38.9
8,No,Not a visible minority,Married,4,3,3,5,4,2,1,30
8,No,Not a visible minority,Married,6,4,3,6,6,0,1,47.3
7,No,Not a visible minority,Separated,3,4,4,2,2,0,0,33.8
9,No,Not a visible minority,"Single, never married",6,5,5,4,4,3,0,26.9
9,No,Not a visible minority,"Single, never married",2,5,5,6,3,3,1,21.3
10,No,Not a visible minority,Married,7,5,5,6,6,0,0,47.4
8,No,Not a visible minority,Living common-law,2,5,5,3,2,0,1,53.3
9,No,Not a visible minority,Married,3,4,5,6,1,0,0,42.7
7,No,Not a visible minority,"Single, never married",3,3,4,5,2,4,1,25.8
6,No,Visible minority,"Single, never married",6,4,4,6,1,3,0,25.8
7,No,Not a visible minority,Married,6,4,4,6,2,0,0,45.3
8,No,Not a visible minority,Married,5,1,1,2,1,0,0,48.5
7,No,Visible minority,Married,7,4,3,6,4,2,1,39.3
7,No,Not a visible minority,Married,2,4,4,5,2,0,0,43.7
5,No,Not a visible minority,"Single, never married",4,3,2,1,1,0,0,33.3
7,No,Not a visible minority,Living common-law,7,5,4,5,3,0,0,38.1
9,No,Not a visible minority,Married,7,4,5,6,4,0,0,49.3
8,No,Not a visible minority,Married,2,3,3,6,2,0,0,46.1
9,No,Not a visible minority,Married,6,4,5,6,5,4,1,38.3
7,No,Not a visible minority,"Single, never married",6,5,5,5,5,0,1,42.2
10,No,Not a visible minority,"Single, never married",3,3,3,3,1,3,0,21.1
7,No,Not a visible minority,Married,3,4,4,4,4,3,0,31.8
9,No,Visible minority,"Single, never married",5,3,5,1,1,2,0,27.4
9,No,Not a visible minority,Married,6,4,4,3,1,0,0,46
10,No,Not a visible minority,"Single, never married",3,4,4,2,2,0,0,27.5
8,No,Not a visible minority,"Single, never married",3,5,3,6,1,2,0,19.9
8,No,Not a visible minority,Living common-law,3,3,3,5,1,2,0,22.7
6,No,Visible minority,Living common-law,6,3,3,6,2,0,1,26.8
8,No,Not a visible minority,Married,1,3,3,5,1,0,0,44.4
5,No,Not a visible minority,Living common-law,2,3,1,3,2,0,0,27.8
9,No,Not a visible minority,Married,6,4,3,6,1,0,0,38.3
8,No,Not a visible minority,Living common-law,2,5,3,2,1,0,0,39.8
7,No,Not a visible minority,"Single, never married",3,4,4,3,3,3,1,25.6
8,No,Not a visible minority,Widowed,2,5,5,3,3,0,0,42.3
10,No,Not a visible minority,Married,4,4,3,4,2,0,1,45.8
7,No,Not a visible minority,Married,1,1,3,3,2,0,1,48.8
9,No,Not a visible minority,Married,1,3,4,6,6,0,1,59.8
8,No,Not a visible minority,Married,3,3,3,6,2,0,0,40.1
10,No,Not a visible minority,Living common-law,7,5,4,4,3,2,0,26.2
7,No,Not a visible minority,Living common-law,3,4,3,4,2,0,0,30.2
8,No,Not a visible minority,"Single, never married",3,5,5,4,4,1,0,34.1
8,No,Not a visible minority,"Single, never married",1,3,5,4,2,1,1,47.1
8,No,Not a visible minority,"Single, never married",3,4,4,2,2,1,1,45.8
7,No,Not a visible minority,"Single, never married",1,3,1,1,1,0,0,16.9
10,No,Not a visible minority,"Single, never married",1,3,5,5,1,2,1,16.2
9,No,Not a visible minority,Married,6,4,4,6,4,0,0,34.3
10,No,Not a visible minority,Married,6,4,4,6,2,3,0,32
9,Yes,Not a visible minority,Living common-law,4,4,4,1,1,2,0,23.3
8,No,Not a visible minority,"Single, never married",6,4,4,2,2,0,0,34.3
7,No,Visible minority,"Single, never married",3,5,5,3,3,3,0,30.8
9,No,Not a visible minority,Living common-law,3,5,5,4,1,2,0,23.5
8,No,Not a visible minority,Married,2,3,4,4,2,0,0,45.9
10,No,Not a visible minority,Married,6,4,5,5,3,2,0,29.7
10,No,Not a visible minority,Married,5,4,4,6,2,0,0,44.2
6,No,Not a visible minority,Divorced,6,5,3,3,3,0,0,49.8
9,No,Not a visible minority,Married,4,4,3,6,2,2,1,33.3
9,No,Not a visible minority,Married,1,4,4,6,2,0,1,55.9
7,No,Not a visible minority,Married,6,1,4,6,3,0,1,46.8
8,No,Not a visible minority,Living common-law,3,5,4,6,3,0,0,45
7,No,Not a visible minority,"Single, never married",3,5,4,1,1,0,0,34.1
6,No,Not a visible minority,"Single, never married",2,2,3,3,3,0,1,43.8
3,No,Not a visible minority,"Single, never married",1,1,1,1,1,0,0,18.5
10,No,Not a visible minority,Married,4,4,4,4,1,0,0,39.1
8,No,Not a visible minority,Married,6,5,3,6,4,1,0,31.5
